
Unit Economics,,,,,,,,,,,,,,,,,,,,,Manning Cost,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, Margin ,15%,,,, Hot Kitchen Employee Cost ,,,,,,,,,,Packaging Employee Cost & QC Cost,,,,,,,,,,,,,
 61.00 ,,,Gm,1000, 1.00 , 106.13 ,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 130.61 , 7.50 , 138.11 , 19.59 , 157.70 ,67%,68.12%,0.83%, 60.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 62.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,32.47%,#N/A, 61.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 63.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,44.61%,#N/A, 62.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 64.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,45.36%,#N/A, 63.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 65.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 64.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 66.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,8.51%,#N/A, 65.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 67.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,54.87%,#N/A, 66.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 68.00 ,,,Gm,100, 1.00 ,#N/A,1.2, 0.47 , 0.50 , 0.14 , 0.07 , 0.07 ,#N/A, 0.75 ,#N/A,#N/A,#N/A,#N/A,61.74%,#N/A, 67.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 69.00 ,,,Gm,1000, 1.00 ,#REF!,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#REF!, 7.50 ,#REF!,#REF!,#REF!,#REF!,52.28%,#REF!, 68.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 70.00 ,,,Gm,1000, 1.00 ,#REF!,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#REF!, 7.50 ,#REF!,#REF!,#REF!,#REF!,59.06%,#REF!, 69.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 71.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,56.15%,#N/A, 70.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 72.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,56.11%,#N/A, 71.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 73.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 72.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 74.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,72.01%,#N/A, 73.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 75.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 74.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 76.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, -   , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,64.78%,#N/A, 75.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 78.00 ,,,Gm,200, 1.00 ,#N/A,2.4, 0.94 , 1.00 , 0.29 , 0.14 , 0.14 ,#N/A, 1.50 ,#N/A,#N/A,#N/A,#N/A,65.11%,#N/A, 77.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 79.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,73.05%,#N/A, 78.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 80.00 ,,,Gm,1000, 1.00 ,#REF!,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#REF!, 7.50 ,#REF!,#REF!,#REF!,#REF!,67.07%,#REF!, 79.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 81.00 ,,,Gm,1000, 1.00 ,#REF!,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#REF!, 7.50 ,#REF!,#REF!,#REF!,#REF!,55.22%,#REF!, 80.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 82.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,70.42%,#N/A, 81.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 83.00 ,,,Gm,1000, 1.00 , 92.24 ,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 116.72 , 7.50 , 124.22 , 17.51 , 141.73 ,65%,64.28%,-0.80%, 82.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 84.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,74.19%,#N/A, 83.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 85.00 ,,,Gm,80, 1.00 , 143.82 ,1.0, 0.37 , 2.00 , 0.11 , 0.06 , 0.06 , 147.38 , 0.60 , 147.98 , 22.11 , 170.09 ,85%,83.04%,-1.52%, 84.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 86.00 ,,,Gm,1000, 1.00 ,#REF!,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#REF!, 7.50 ,#REF!,#REF!,#REF!,#REF!,69.67%,#REF!, 85.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 87.00 ,,,Gm,80, 1.00 ,#REF!,1.0, 0.37 , 2.00 , 0.11 , 0.06 , 0.06 ,#REF!, 0.60 ,#REF!,#REF!,#REF!,#REF!,59.75%,#REF!, 86.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 88.00 ,,,Gm,1000, 1.00 ,,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 24.48 , 7.50 , 31.98 , 3.67 , 35.66 ,0%,0.00%,0.00%, 87.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 89.00 ,,,Gm,1000, 1.00 ,,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 24.48 , 7.50 , 31.98 , 3.67 , 35.66 ,0%,0.00%,0.00%, 88.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 90.00 ,,,Gm,80, 1.00 ,#REF!,1.0, 0.37 , 2.00 , 0.11 , 0.06 , 0.06 ,#REF!, 0.60 ,#REF!,#REF!,#REF!,#REF!,0.00%,#REF!, 89.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 91.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,57.87%,#N/A, 90.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 92.00 ,,,Gm,80, 1.00 ,#N/A,1.0, 0.37 , 2.00 , 0.11 , 0.06 , 0.06 ,#N/A, 0.60 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 91.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 93.00 ,,,Gm,1000, 1.00 ,,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 24.48 , 7.50 , 31.98 , 3.67 , 35.66 ,0%,72.55%,72.55%, 92.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 94.00 ,,,Gm,1000, 1.00 ,,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 24.48 , 7.50 , 31.98 , 3.67 , 35.66 ,0%,0.00%,0.00%, 93.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 95.00 ,,,Gm,80, 1.00 , 49.72 ,1.0, 0.37 , 0.40 , 0.11 , 0.06 , 0.06 , 51.68 , 0.60 , 52.28 , 7.75 , 60.03 ,83%,62.94%,-19.88%, 94.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 96.00 ,,,Gm,40, 1.00 ,,0.5, 0.19 , 0.20 , 0.06 , 0.03 , 0.03 , 0.98 , 0.30 , 1.28 , 0.15 , 1.43 ,0%,0.00%,0.00%, 95.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 102.00 ,,,Gm,80, 1.00 ,#N/A,1.0, 0.37 , 2.00 , 0.11 , 0.06 , 0.06 ,#N/A, 0.60 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 101.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 103.00 ,,,Gm,80, 1.00 , 66.72 ,1.0, 0.37 , 2.00 , 0.11 , 0.06 , 0.06 , 70.28 , 0.60 , 70.88 , 10.54 , 81.42 ,82%,59.18%,-22.77%, 102.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 104.00 ,,,Gm,1000, 1.00 , 86.57 ,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 111.06 , 7.50 , 118.56 , 16.66 , 135.22 ,64%,60.15%,-3.88%, 103.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 105.00 ,,,Gm,1000, 1.00 , 61.88 ,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 86.36 , 7.50 , 93.86 , 12.95 , 106.82 ,58%,57.24%,-0.69%, 104.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 107.00 ,,,Gm,1000, 1.00 , -   ,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 24.48 , 7.50 , 31.98 , 3.67 , 35.66 ,0%,56.05%,56.05%, 106.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 108.00 ,,,Gm,1000, 1.00 ,#REF!,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#REF!, 7.50 ,#REF!,#REF!,#REF!,#REF!,52.59%,#REF!, 107.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 110.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,70.42%,#N/A, 109.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 111.00 ,,,Gm,200, 1.00 ,#N/A,2.4, 0.94 , 1.00 , 0.29 , 0.14 , 0.14 ,#N/A, 1.50 ,#N/A,#N/A,#N/A,#N/A,72.39%,#N/A, 110.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 112.00 ,,,Gm,40, 1.00 ,#N/A,0.5, 0.19 , 0.20 , 0.06 , 0.03 , 0.03 ,#N/A, 0.30 ,#N/A,#N/A,#N/A,#N/A,85.39%,#N/A, 111.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 113.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,67.22%,#N/A, 112.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 114.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,62.57%,#N/A, 113.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 115.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 114.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 116.00 ,,,Gm,1000, 1.00 ,,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 , 24.48 , 7.50 , 31.98 , 3.67 , 35.66 ,0%,0.00%,0.00%, 115.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 118.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,60.26%,#N/A, 117.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 119.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,64.21%,#N/A, 118.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 120.00 ,,,Gm,200, 1.00 ,#N/A,2.4, 0.94 , 1.00 , 0.29 , 0.14 , 0.14 ,#N/A, 1.50 ,#N/A,#N/A,#N/A,#N/A,73.96%,#N/A, 119.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 121.00 ,,,Gm,200, 1.00 ,#N/A,2.4, 0.94 , 1.00 , 0.29 , 0.14 , 0.14 ,#N/A, 1.50 ,#N/A,#N/A,#N/A,#N/A,69.85%,#N/A, 120.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 122.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 121.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 123.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 122.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 124.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 123.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 125.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, 4.68 , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,70.22%,#N/A, 124.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 126.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, -   , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 125.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 127.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, -   , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 126.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 128.00 ,,,Gm,1000, 1.00 ,#N/A,12.0, -   , 5.00 , 1.43 , 0.69 , 0.69 ,#N/A, 7.50 ,#N/A,#N/A,#N/A,#N/A,0.00%,#N/A, 127.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
 129.00 ,,,Gm,200, 1.00 ,#N/A,2.4, 0.94 , 1.00 , 0.29 , 0.14 , 0.14 ,#N/A, 1.50 ,#N/A,#N/A,#N/A,#N/A,73.84%,#N/A, 128.00 ,0, 50.00 , 2.50 , 5.00 , 300.00 , 6.00 ," 25,000.00 ", 1.89 , 11.31 , 50.00 , 1.00 , 0.50 , 30.00 , 0.60 ," 15,000.00 ", 1.13 , 0.68 , 11.99 ,,,,,
